normalized_name,normalized_version,normalized_author,skillhub_candidates,openclawmp_candidates,skillhub_slug,skillhub_name,skillhub_version,skillhub_owner,skillhub_homepage,skillhub_downloads,skillhub_installs,skillhub_stars,openclawmp_id,openclawmp_name,openclawmp_display_name,openclawmp_version,openclawmp_author,openclawmp_asset_url,openclawmp_installs,openclawmp_total_stars,openclawmp_github_stars
moltoverflow,1.0.6,grenghis-khan,1,1,moltoverflow,MoltOverflow,1.0.6,grenghis-khan,https://clawhub.ai/grenghis-khan/moltoverflow,2228,64,3,s-cb87397ad929d269,moltoverflow,MoltOverflow,1.0.6,grenghis-khan,https://openclawmp.cc/api/v1/assets/s-cb87397ad929d269,1,0,0
moltysmind,1.0.0,ahmedthegeek,1,1,moltysmind,MoltysMind,1.0.0,ahmedthegeek,https://clawhub.ai/ahmedthegeek/moltysmind,1863,100,1,s-a211d9a30ab56cda,moltysmind,MoltysMind,1.0.0,ahmedthegeek,https://openclawmp.cc/api/v1/assets/s-a211d9a30ab56cda,4,2,1
momo,0.1.0,kleberbaum,1,1,momo,momo,0.1.0,kleberbaum,https://clawhub.ai/kleberbaum/momo,404,4,0,s-85932003a8530282,momo,Momo,0.1.0,kleberbaum,https://openclawmp.cc/api/v1/assets/s-85932003a8530282,2,0,0
mrscraper,1.0.4,ai-mrscraper,1,1,mrscraper,MrScraper,1.0.4,ai-mrscraper,https://clawhub.ai/ai-mrscraper/mrscraper,428,5,2,s-8b0963dbc6162c2a,mrscraper,MrScraper,1.0.4,ai-mrscraper,https://openclawmp.cc/api/v1/assets/s-8b0963dbc6162c2a,1,3,2
mt5-httpapi,1.1.0,psyb0t,1,1,mt5-httpapi,mt5-httpapi,1.1.0,psyb0t,https://clawhub.ai/psyb0t/mt5-httpapi,919,12,3,s-05d391f78ce656a3,mt5-httpapi,Mt5 Httpapi,1.1.0,psyb0t,https://openclawmp.cc/api/v1/assets/s-05d391f78ce656a3,1,0,0
multi-factor-strategy,1.0.0,wumu2013,1,1,multi-factor-strategy,multi-factor-strategy,1.0.0,wumu2013,https://clawhub.ai/wumu2013/multi-factor-strategy,3301,221,1,s-50f3d131fe284e05,multi-factor-strategy,Multi Factor Strategy,1.0.0,wumu2013,https://openclawmp.cc/api/v1/assets/s-50f3d131fe284e05,0,0,0
newsnow,1.0.0,sorrycc,1,1,newsnow,newsnow,1.0.0,sorrycc,https://clawhub.ai/sorrycc/newsnow,781,13,10,s-979d58b6ddef1008,newsnow,Newsnow,1.0.0,sorrycc,https://openclawmp.cc/api/v1/assets/s-979d58b6ddef1008,0,0,0
nova,1.0.2,synthluvr,1,1,nova,Nova,1.0.2,synthluvr,https://clawhub.ai/synthluvr/nova,357,10,0,s-6836d7c367a13ac8,nova,新星,1.0.2,synthluvr,https://openclawmp.cc/api/v1/assets/s-6836d7c367a13ac8,3,1,0
npkill,1.0.1,ashirbadgudu,1,1,npkill,NPkill,1.0.1,ashirbadgudu,https://clawhub.ai/ashirbadgudu/npkill,1884,74,0,s-08eeef8b9c9b1f0e,npkill,NPkill,1.0.1,ashirbadgudu,https://openclawmp.cc/api/v1/assets/s-08eeef8b9c9b1f0e,1,1,0
officex,1.0.0,mevdragon,1,1,officex,OfficeX,1.0.0,mevdragon,https://clawhub.ai/mevdragon/officex,306,25,0,s-ee6e0694dd1733be,officex,OfficeX,1.0.0,mevdragon,https://openclawmp.cc/api/v1/assets/s-ee6e0694dd1733be,1,0,0
omarchy,0.1.1,achals-iglu,1,1,omarchy,omarchy,0.1.1,achals-iglu,https://clawhub.ai/achals-iglu/omarchy,568,6,0,s-49f9f749a7718089,omarchy,Omarchy,0.1.1,achals-iglu,https://openclawmp.cc/api/v1/assets/s-49f9f749a7718089,0,0,0
openalexandria,0.2.0,havneco,1,1,openalexandria,OpenAlexandria,0.2.0,havneco,https://clawhub.ai/havneco/openalexandria,831,16,0,s-bfbdea96c216aaa1,openalexandria,OpenAlexandria,0.2.0,havneco,https://openclawmp.cc/api/v1/assets/s-bfbdea96c216aaa1,1,0,0
openbotcity,2.0.74,vincentsider,1,1,openbotcity,OpenBotCity,2.0.74,vincentsider,https://clawhub.ai/vincentsider/openbotcity,1912,24,4,s-aa5f3cb66940dea6,openbotcity,OpenBotCity,2.0.74,vincentsider,https://openclawmp.cc/api/v1/assets/s-aa5f3cb66940dea6,1,0,0
opencal,1.0.0,neikfu,1,1,opencal,OpenCal,1.0.0,neikfu,https://clawhub.ai/neikfu/opencal,433,13,0,s-1642d92807511dba,opencal,OpenCal,1.0.0,neikfu,https://openclawmp.cc/api/v1/assets/s-1642d92807511dba,0,0,0
opencr-skill,0.1.4,topdu,1,1,opencr-skill,opencr-skill,0.1.4,topdu,https://clawhub.ai/topdu/opencr-skill,573,16,0,s-0dd85a2720cc395e,opencr-skill,Opencr Skill,0.1.4,topdu,https://openclawmp.cc/api/v1/assets/s-0dd85a2720cc395e,0,0,0
openfleet,1.0.0,serrato1,1,1,openfleet,OpenFleet,1.0.0,serrato1,https://clawhub.ai/serrato1/openfleet,502,8,2,s-c8b748e4769a07cb,openfleet,OpenFleet,1.0.0,serrato1,https://openclawmp.cc/api/v1/assets/s-c8b748e4769a07cb,0,0,0
opengfx,1.3.1,aklo360,1,1,opengfx,OpenGFX,1.3.1,aklo360,https://clawhub.ai/aklo360/opengfx,644,10,0,s-ce0b599a6a3c5fc1,opengfx,OpenGFX,1.3.1,aklo360,https://openclawmp.cc/api/v1/assets/s-ce0b599a6a3c5fc1,3,0,0
openkrill,1.0.0,emilankerwiik,1,1,openkrill,openkrill,1.0.0,emilankerwiik,https://clawhub.ai/emilankerwiik/openkrill,1303,18,1,s-305e3020514ca9a9,openkrill,Openkrill,1.0.0,emilankerwiik,https://openclawmp.cc/api/v1/assets/s-305e3020514ca9a9,0,0,0
opensoulmd,1.0.1,danielliuzy,1,1,opensoulmd,opensoulmd,1.0.1,danielliuzy,https://clawhub.ai/danielliuzy/opensoulmd,469,12,0,s-3bc6d786d3aa5e60,opensoulmd,Opensoulmd,1.0.1,danielliuzy,https://openclawmp.cc/api/v1/assets/s-3bc6d786d3aa5e60,1,0,0
openvid,1.0.7,aklo360,1,1,openvid,OpenVid,1.0.7,aklo360,https://clawhub.ai/aklo360/openvid,579,18,2,s-23c65fabc85b428c,openvid,OpenVid,1.0.7,aklo360,https://openclawmp.cc/api/v1/assets/s-23c65fabc85b428c,1,0,0
options-strategies,1.0.0,dromlakhani,1,1,options-strategies,options-strategies,1.0.0,dromlakhani,https://clawhub.ai/dromlakhani/options-strategies,538,8,2,s-8e530633d4fdeedf,options-strategies,Options Strategies,1.0.0,dromlakhani,https://openclawmp.cc/api/v1/assets/s-8e530633d4fdeedf,1,0,0
ordiscan,0.0.2,t4t5,1,1,ordiscan,Ordiscan,0.0.2,t4t5,https://clawhub.ai/t4t5/ordiscan,384,7,0,s-dd5e061e9a65c4a5,ordiscan,Ordiscan,0.0.2,t4t5,https://openclawmp.cc/api/v1/assets/s-dd5e061e9a65c4a5,0,0,0
org-memory,0.5.3,dcprevere,1,1,org-memory,org-memory,0.5.3,dcprevere,https://clawhub.ai/dcprevere/org-memory,879,20,0,s-02583a6260ce5445,org-memory,Org Memory,0.5.3,dcprevere,https://openclawmp.cc/api/v1/assets/s-02583a6260ce5445,0,0,0
otta-cli,0.1.1,mekedron,1,1,otta-cli,otta-cli,0.1.1,mekedron,https://clawhub.ai/mekedron/otta-cli,337,2,0,s-c294ac402130f99d,otta-cli,Otta Cli,0.1.1,mekedron,https://openclawmp.cc/api/v1/assets/s-c294ac402130f99d,0,0,0
p5,0.1.0,kleberbaum,1,1,p5,p5,0.1.0,kleberbaum,https://clawhub.ai/kleberbaum/p5,453,12,0,s-639f26e71ef68795,p5,P5,0.1.0,kleberbaum,https://openclawmp.cc/api/v1/assets/s-639f26e71ef68795,1,0,0
pancake-skills,1.0.0,suminhthanh,1,1,pancake-skills,pancake-skills,1.0.0,suminhthanh,https://clawhub.ai/suminhthanh/pancake-skills,1498,20,3,s-52032b564ba1bbdd,pancake-skills,Pancake Skills,1.0.0,suminhthanh,https://openclawmp.cc/api/v1/assets/s-52032b564ba1bbdd,1,0,0
pandora,0.1.0,kleberbaum,1,1,pandora,pandora,0.1.0,kleberbaum,https://clawhub.ai/kleberbaum/pandora,420,5,0,s-4068466e2e3570ec,pandora,Pandora,0.1.0,kleberbaum,https://openclawmp.cc/api/v1/assets/s-4068466e2e3570ec,2,0,0
paperpod,2.0.3,shassingh09,1,1,paperpod,PaperPod,2.0.3,shassingh09,https://clawhub.ai/shassingh09/paperpod,1177,26,2,s-8d1ee52cc245cb8d,paperpod,PaperPod,2.0.3,shassingh09,https://openclawmp.cc/api/v1/assets/s-8d1ee52cc245cb8d,0,0,0
paperzilla,0.1.0,pors,1,1,paperzilla,Paperzilla,0.1.0,pors,https://clawhub.ai/pors/paperzilla,378,18,2,s-426cca325137c8db,paperzilla,Paperzilla,0.1.0,pors,https://openclawmp.cc/api/v1/assets/s-426cca325137c8db,0,0,0
perplexity,1.0.0,zats,1,1,perplexity,Perplexity,1.0.0,zats,https://clawhub.ai/zats/perplexity,12799,1856,23,s-250354e2f2bad718,perplexity,Perplexity,1.0.0,zats,https://openclawmp.cc/api/v1/assets/s-250354e2f2bad718,2,1,0
phantombuster,1.2.0,capt-marbles,1,1,phantombuster,PhantomBuster,1.2.0,capt-marbles,https://clawhub.ai/capt-marbles/phantombuster,1977,28,1,s-7dd1a2d93671d026,phantombuster,PhantomBuster,1.2.0,capt-marbles,https://openclawmp.cc/api/v1/assets/s-7dd1a2d93671d026,0,1,1
pilt,1.0.1,babpilt,1,1,pilt,Pilt,1.0.1,babpilt,https://clawhub.ai/babpilt/pilt,274,10,0,s-c01030bf6d4b277f,pilt,Pilt,1.0.1,babpilt,https://openclawmp.cc/api/v1/assets/s-c01030bf6d4b277f,0,0,0
pixeldojo,1.3.3,blovett80,1,1,pixeldojo,PixelDojo,1.3.3,blovett80,https://clawhub.ai/blovett80/pixeldojo,420,19,0,s-66b2451caadc0135,pixeldojo,PixelDojo,1.3.3,blovett80,https://openclawmp.cc/api/v1/assets/s-66b2451caadc0135,3,0,0
pmctl,1.0.0,wbingli,1,1,pmctl,pmctl,1.0.0,wbingli,https://clawhub.ai/wbingli/pmctl,398,7,0,s-de69b7d58bd2bebe,pmctl,Pmctl,1.0.0,wbingli,https://openclawmp.cc/api/v1/assets/s-de69b7d58bd2bebe,0,0,0
pocketlens,1.0.0,edenjw,2,1,pocketlens,PocketLens,1.0.0,edenjw,https://clawhub.ai/edenjw/pocketlens,348,8,0,s-e3e8c17a1d9c2fab,pocketlens,PocketLens,1.0.0,edenjw,https://openclawmp.cc/api/v1/assets/s-e3e8c17a1d9c2fab,0,0,0
postwall,1.7.0,casperaiassist,1,1,postwall,Postwall,1.7.0,casperaiassist,https://clawhub.ai/casperaiassist/postwall,351,5,0,s-8cc4a4e0264e0973,postwall,Postwall,1.7.0,casperaiassist,https://openclawmp.cc/api/v1/assets/s-8cc4a4e0264e0973,0,0,0
pref0,1.0.1,fliellerjulian,1,1,pref0,pref0,1.0.1,fliellerjulian,https://clawhub.ai/fliellerjulian/pref0,1210,18,0,s-c30e51f10564e7b7,pref0,Pref0,1.0.1,fliellerjulian,https://openclawmp.cc/api/v1/assets/s-c30e51f10564e7b7,0,0,0
preqstation,0.1.8,sonim1,1,1,preqstation,Preqstation,0.1.8,sonim1,https://clawhub.ai/sonim1/preqstation,433,6,0,s-59d451d939b15163,preqstation,Preqstation,0.1.8,sonim1,https://openclawmp.cc/api/v1/assets/s-59d451d939b15163,1,1,0
priceworld,0.2.0,priceworldcom,1,1,priceworld,PriceWorld,0.2.0,priceworldcom,https://clawhub.ai/priceworldcom/priceworld,423,5,2,s-77884b2ee91a4f66,priceworld,PriceWorld,0.2.0,priceworldcom,https://openclawmp.cc/api/v1/assets/s-77884b2ee91a4f66,2,2,2
publora,1.2.0,sergebulaev,1,1,publora,Publora,1.2.0,sergebulaev,https://clawhub.ai/sergebulaev/publora,436,14,0,s-dc88b5780d491e50,publora,Publora,1.2.0,sergebulaev,https://openclawmp.cc/api/v1/assets/s-dc88b5780d491e50,0,0,0
pyzotero,2.2.0,killgfat,1,1,pyzotero,Pyzotero,2.2.0,killgfat,https://clawhub.ai/killgfat/pyzotero,1516,20,3,s-fdb03a7daf515878,pyzotero,Pyzotero,2.2.0,killgfat,https://openclawmp.cc/api/v1/assets/s-fdb03a7daf515878,2,0,0
qrcode,1.0.1,hexavi8,1,1,qrcode,QRCode,1.0.1,hexavi8,https://clawhub.ai/hexavi8/qrcode,507,22,2,s-42b6411801344f0c,qrcode,QRCode,1.0.1,hexavi8,https://openclawmp.cc/api/v1/assets/s-42b6411801344f0c,0,0,0
recipe-finder,1.0.0,harshasic,1,1,recipe-finder,recipe-finder,1.0.0,harshasic,https://clawhub.ai/harshasic/recipe-finder,472,10,0,s-ab59ec4956fcb2e4,recipe-finder,Recipe Finder,1.0.0,harshasic,https://openclawmp.cc/api/v1/assets/s-ab59ec4956fcb2e4,2,0,0
redacta,1.0.0,nickjlamb,1,1,redacta,Redacta,1.0.0,nickjlamb,https://clawhub.ai/nickjlamb/redacta,370,8,0,s-1f030cadef4c64c8,redacta,Redacta,1.0.0,nickjlamb,https://openclawmp.cc/api/v1/assets/s-1f030cadef4c64c8,0,0,0
redshift,0.2.0,accolver,1,1,redshift,Redshift,0.2.0,accolver,https://clawhub.ai/accolver/redshift,400,6,0,s-c13da4b162a79ddf,redshift,Redshift,0.2.0,accolver,https://openclawmp.cc/api/v1/assets/s-c13da4b162a79ddf,0,0,0
removebg-api,0.1.2,rolandkakonyi,1,1,removebg-api,removebg-api,0.1.2,rolandkakonyi,https://clawhub.ai/rolandkakonyi/removebg-api,472,3,0,s-f19dabb0c48ef05c,removebg-api,Removebg Api,0.1.2,rolandkakonyi,https://openclawmp.cc/api/v1/assets/s-f19dabb0c48ef05c,0,0,0
repomedic,1.0.6,mrummler17,1,1,repomedic,RepoMedic,1.0.6,mrummler17,https://clawhub.ai/mrummler17/repomedic,1295,20,1,s-4588f894ef30aade,repomedic,RepoMedic,1.0.6,mrummler17,https://openclawmp.cc/api/v1/assets/s-4588f894ef30aade,0,1,1
reporting,1.0.0,staybased,1,1,reporting,Reporting,1.0.0,staybased,https://clawhub.ai/staybased/reporting,825,9,0,s-e024eac808d48f36,reporting,Reporting,1.0.0,staybased,https://openclawmp.cc/api/v1/assets/s-e024eac808d48f36,0,0,0
revolut,1.3.2,odrobnik,1,1,revolut,Revolut,1.3.2,odrobnik,https://clawhub.ai/odrobnik/revolut,859,13,2,s-d98b1f370e200c3e,revolut,Revolut,1.3.2,odrobnik,https://openclawmp.cc/api/v1/assets/s-d98b1f370e200c3e,2,0,0
roundtable,0.4.1,robbyczgw-cla,1,1,roundtable,Roundtable,0.4.1,robbyczgw-cla,https://clawhub.ai/robbyczgw-cla/roundtable,542,14,2,s-c57d50a01cffa3d8,roundtable,Roundtable,0.4.1,robbyczgw-cla,https://openclawmp.cc/api/v1/assets/s-c57d50a01cffa3d8,1,1,0
sanctifai,1.0.0,ndgates,1,1,sanctifai,SanctifAI,1.0.0,ndgates,https://clawhub.ai/ndgates/sanctifai,1481,7,1,s-f8e06a7e8b7010e5,sanctifai,SanctifAI,1.0.0,ndgates,https://openclawmp.cc/api/v1/assets/s-f8e06a7e8b7010e5,0,1,1
satgate,0.1.2,matt-dean-git,1,1,satgate,SatGate,0.1.2,matt-dean-git,https://clawhub.ai/matt-dean-git/satgate,593,5,0,s-0f1184ad8da05972,satgate,SatGate,0.1.2,matt-dean-git,https://openclawmp.cc/api/v1/assets/s-0f1184ad8da05972,4,1,0
say,1.0.2,tobihagemann,1,1,say,say,1.0.2,tobihagemann,https://clawhub.ai/tobihagemann/say,456,7,0,s-43e4b6811e90507a,say,语音播报,1.0.2,tobihagemann,https://openclawmp.cc/api/v1/assets/s-43e4b6811e90507a,3,0,0
scamper,1.0.0,enzoricciulli,1,1,scamper,Scamper,1.0.0,enzoricciulli,https://clawhub.ai/enzoricciulli/scamper,833,6,0,s-63c069ee13e02f3f,scamper,Scamper,1.0.0,enzoricciulli,https://openclawmp.cc/api/v1/assets/s-63c069ee13e02f3f,0,0,0
screenshot,1.0.1,ivangdavila,1,1,screenshot,Screenshot,1.0.1,ivangdavila,https://clawhub.ai/ivangdavila/screenshot,7395,885,15,s-c2a8dba7a25ca5a0,screenshot,截图,1.0.1,ivangdavila,https://openclawmp.cc/api/v1/assets/s-c2a8dba7a25ca5a0,6,2,0
secretcodex,1.0.0,akhmittra,1,1,secretcodex,SecretCodex,1.0.0,akhmittra,https://clawhub.ai/akhmittra/secretcodex,819,6,2,s-15ac2e6cb9389f9e,secretcodex,SecretCodex,1.0.0,akhmittra,https://openclawmp.cc/api/v1/assets/s-15ac2e6cb9389f9e,1,2,2
secucheck,2.8.0,jooneyp,1,1,secucheck,Secucheck,2.8.0,jooneyp,https://clawhub.ai/jooneyp/secucheck,2881,139,4,s-85a7af899da2fc71,secucheck,Secucheck,2.8.0,jooneyp,https://openclawmp.cc/api/v1/assets/s-85a7af899da2fc71,13,7,4
sentry-ai,1.0.0,qiyun154-cyber,1,1,sentry-ai,sentry-ai,1.0.0,qiyun154-cyber,https://clawhub.ai/qiyun154-cyber/sentry-ai,269,2,0,s-3bd0c99c21c90cd9,sentry-ai,Sentry Ai,1.0.0,qiyun154-cyber,https://openclawmp.cc/api/v1/assets/s-3bd0c99c21c90cd9,3,1,0
sev-attestation,1.0.2,xinyuwang,1,1,sev-attestation,sev-attestation,1.0.2,xinyuwang,https://clawhub.ai/xinyuwang/sev-attestation,1583,23,1,s-16ea7480b5726c49,sev-attestation,Sev Attestation,1.0.2,xinyuwang,https://openclawmp.cc/api/v1/assets/s-16ea7480b5726c49,2,1,1
sg-property-scraper,1.0.1,5kbpers,1,1,sg-property-scraper,sg-property-scraper,1.0.1,5kbpers,https://clawhub.ai/5kbpers/sg-property-scraper,439,5,0,s-b88876d5523164e1,sg-property-scraper,Sg Property Scraper,1.0.1,5kbpers,https://openclawmp.cc/api/v1/assets/s-b88876d5523164e1,0,0,0
shellgames,1.0.4,fabiantaboo,1,1,shellgames,ShellGames,1.0.4,fabiantaboo,https://clawhub.ai/fabiantaboo/shellgames,577,48,2,s-971a65965b3769c5,shellgames,ShellGames,1.0.4,fabiantaboo,https://openclawmp.cc/api/v1/assets/s-971a65965b3769c5,1,1,0
simplemem,1.0.1,nantes,1,1,simplemem,Simplemem,1.0.1,nantes,https://clawhub.ai/nantes/simplemem,391,9,2,s-639d97fd2e6c4b85,simplemem,Simplemem,1.0.1,nantes,https://openclawmp.cc/api/v1/assets/s-639d97fd2e6c4b85,3,2,2
simplify-and-harden,1.0.1,pskoett,1,1,simplify-and-harden,simplify-and-harden,1.0.1,pskoett,https://clawhub.ai/pskoett/simplify-and-harden,786,41,4,s-f7adf4b6acb1d509,simplify-and-harden,Simplify And Harden,1.0.1,pskoett,https://openclawmp.cc/api/v1/assets/s-f7adf4b6acb1d509,0,0,0
siyuan-task-skill,1.0.0,zhhkheaven,1,1,siyuan-task-skill,siyuan-task-skill,1.0.0,zhhkheaven,https://clawhub.ai/zhhkheaven/siyuan-task-skill,800,14,2,s-eb979f32ea56617e,siyuan-task-skill,Siyuan Task Skill,1.0.0,zhhkheaven,https://openclawmp.cc/api/v1/assets/s-eb979f32ea56617e,1,0,0
skillnet,2.0.0,icarus-chen,1,1,skillnet,skillnet,2.0.0,icarus-chen,https://clawhub.ai/icarus-chen/skillnet,602,33,9,s-ef47f48fd3eac4c6,skillnet,Skillnet,2.0.0,icarus-chen,https://openclawmp.cc/api/v1/assets/s-ef47f48fd3eac4c6,0,0,0
slack,1.0.0,steipete,1,1,slack,Slack,1.0.0,steipete,https://clawhub.ai/steipete/slack,27953,1019,92,s-113f7830642be924,slack,Slack,1.0.0,steipete,https://openclawmp.cc/api/v1/assets/s-113f7830642be924,5,86,83
slashbot,1.1.0,alphabot-ai,1,1,slashbot,Slashbot,1.1.0,alphabot-ai,https://clawhub.ai/alphabot-ai/slashbot,407,4,0,s-a4a95b0cb9e042f4,slashbot,Slashbot,1.1.0,alphabot-ai,https://openclawmp.cc/api/v1/assets/s-a4a95b0cb9e042f4,0,0,0
solana-dev-rent-free,1.0.8,tilo-14,1,1,solana-dev-rent-free,solana-dev-rent-free,1.0.8,tilo-14,https://clawhub.ai/tilo-14/solana-dev-rent-free,284,6,0,s-e83ef946a3f2ea1f,solana-dev-rent-free,Solana Dev Rent Free,1.0.8,tilo-14,https://openclawmp.cc/api/v1/assets/s-e83ef946a3f2ea1f,3,1,0
solana-rent-free-dev,1.0.6,tilo-14,1,1,solana-rent-free-dev,solana-rent-free-dev,1.0.6,tilo-14,https://clawhub.ai/tilo-14/solana-rent-free-dev,289,4,0,s-4e60b6a40fa96517,solana-rent-free-dev,Solana Rent Free Dev,1.0.6,tilo-14,https://openclawmp.cc/api/v1/assets/s-4e60b6a40fa96517,1,0,0
sonic-build,1.1.0,rustiqly,1,1,sonic-build,sonic-build,1.1.0,rustiqly,https://clawhub.ai/rustiqly/sonic-build,507,18,0,s-367521b15f3e9ca4,sonic-build,Sonic Build,1.1.0,rustiqly,https://openclawmp.cc/api/v1/assets/s-367521b15f3e9ca4,0,0,0
sonoscli,1.0.0,steipete,1,1,sonoscli,Sonoscli,1.0.0,steipete,https://clawhub.ai/steipete/sonoscli,59723,2023,41,s-40aedcf2f7dd00e8,sonoscli,SonosCLI,1.0.0,steipete,https://openclawmp.cc/api/v1/assets/s-40aedcf2f7dd00e8,5,0,0
soulforge,1.4.1,jamesrp13,1,1,soulforge,Soulforge,1.4.1,jamesrp13,https://clawhub.ai/jamesrp13/soulforge,674,4,0,s-2ebb4337ca5af5ca,soulforge,Soulforge,1.4.1,jamesrp13,https://openclawmp.cc/api/v1/assets/s-2ebb4337ca5af5ca,2,0,0
soulkeeper,1.0.0,cassh100k,1,1,soulkeeper,SoulKeeper,1.0.0,cassh100k,https://clawhub.ai/cassh100k/soulkeeper,245,6,0,s-26ec675d41a2ed90,soulkeeper,SoulKeeper,1.0.0,cassh100k,https://openclawmp.cc/api/v1/assets/s-26ec675d41a2ed90,1,0,0
spacex,1.0.0,jeffaf,1,1,spacex,Spacex,1.0.0,jeffaf,https://clawhub.ai/jeffaf/spacex,1075,4,0,s-87dd8decbe100eb3,spacex,Spacex,1.0.0,jeffaf,https://openclawmp.cc/api/v1/assets/s-87dd8decbe100eb3,1,0,0
specvibe,1.0.0,badideal-2046,1,1,specvibe,SpecVibe,1.0.0,badideal-2046,https://clawhub.ai/badideal-2046/specvibe,222,5,0,s-d47751c8c70d69c6,specvibe,SpecVibe,1.0.0,badideal-2046,https://openclawmp.cc/api/v1/assets/s-d47751c8c70d69c6,4,1,0
startuppan,1.0.1,lifeissea,1,1,startuppan,StartupPan,1.0.1,lifeissea,https://clawhub.ai/lifeissea/startuppan,390,12,0,s-2438dd2846f84003,startuppan,StartupPan,1.0.1,lifeissea,https://openclawmp.cc/api/v1/assets/s-2438dd2846f84003,0,0,0
stratos-storage,1.0.0,notboxqsn,1,1,stratos-storage,stratos-storage,1.0.0,notboxqsn,https://clawhub.ai/notboxqsn/stratos-storage,494,4,0,s-e9c0e19979541a6d,stratos-storage,Stratos Storage,1.0.0,notboxqsn,https://openclawmp.cc/api/v1/assets/s-e9c0e19979541a6d,1,0,0
subwayskill,1.0.0,nyluke,1,1,subwayskill,SubwaySkill,1.0.0,nyluke,https://clawhub.ai/nyluke/subwayskill,414,13,0,s-f5576e561d289797,subwayskill,地铁技能,1.0.0,nyluke,https://openclawmp.cc/api/v1/assets/s-f5576e561d289797,2,0,0
sunday,1.0.1,raunaksingwi,1,1,sunday,Sunday,1.0.1,raunaksingwi,https://clawhub.ai/raunaksingwi/sunday,529,5,0,s-67eec3ff4b334c96,sunday,Sunday,1.0.1,raunaksingwi,https://openclawmp.cc/api/v1/assets/s-67eec3ff4b334c96,0,0,0
supermarket,1.1.0,niemesrw,1,1,supermarket,Supermarket,1.1.0,niemesrw,https://clawhub.ai/niemesrw/supermarket,333,9,0,s-c1a9fe4b1b557cfc,supermarket,Supermarket,1.1.0,niemesrw,https://openclawmp.cc/api/v1/assets/s-c1a9fe4b1b557cfc,0,0,0
swamp,0.2.0,umag,1,1,swamp,swamp,0.2.0,umag,https://clawhub.ai/umag/swamp,399,8,0,s-8f4f477e2e1b87a1,swamp,Swamp,0.2.0,umag,https://openclawmp.cc/api/v1/assets/s-8f4f477e2e1b87a1,2,0,0
swiftfindrefs,1.0.5,michaelversus,1,1,swiftfindrefs,swiftfindrefs,1.0.5,michaelversus,https://clawhub.ai/michaelversus/swiftfindrefs,1639,18,1,s-876a83e00eb43e0d,swiftfindrefs,Swiftfindrefs,1.0.5,michaelversus,https://openclawmp.cc/api/v1/assets/s-876a83e00eb43e0d,2,1,1
talkspresso,1.0.0,baron-talkspresso,1,1,talkspresso,Talkspresso,1.0.0,baron-talkspresso,https://clawhub.ai/baron-talkspresso/talkspresso,400,4,0,s-00f46be68dbfcbad,talkspresso,Talkspresso,1.0.0,baron-talkspresso,https://openclawmp.cc/api/v1/assets/s-00f46be68dbfcbad,0,0,0
taskwarrior,0.1.3,aghareza,1,1,taskwarrior,taskwarrior,0.1.3,aghareza,https://clawhub.ai/aghareza/taskwarrior,502,6,1,s-dfe4902cf763be14,taskwarrior,Taskwarrior,0.1.3,aghareza,https://openclawmp.cc/api/v1/assets/s-dfe4902cf763be14,1,0,0
testskillx,1.0.0,natx223,1,1,testskillx,testSkillX,1.0.0,natx223,https://clawhub.ai/natx223/testskillx,1581,21,1,s-55e1443247931f67,testskillx,testSkillX,1.0.0,natx223,https://openclawmp.cc/api/v1/assets/s-55e1443247931f67,0,0,0
timecamp,1.1.0,kamil-rudnicki,1,1,timecamp,TimeCamp,1.1.0,kamil-rudnicki,https://clawhub.ai/kamil-rudnicki/timecamp,482,3,0,s-65743c053fa7de70,timecamp,TimeCamp,1.1.0,kamil-rudnicki,https://openclawmp.cc/api/v1/assets/s-65743c053fa7de70,0,0,0
timestamp,1.0.0,axhoff,1,1,timestamp,Timestamp,1.0.0,axhoff,https://clawhub.ai/axhoff/timestamp,468,7,0,s-6098d649382f48d0,timestamp,Timestamp,1.0.0,axhoff,https://openclawmp.cc/api/v1/assets/s-6098d649382f48d0,0,0,0
transmissions,1.0.0,compass-soul,1,1,transmissions,Transmissions,1.0.0,compass-soul,https://clawhub.ai/compass-soul/transmissions,384,6,0,s-4e61ecc5c769801c,transmissions,启示,1.0.0,compass-soul,https://openclawmp.cc/api/v1/assets/s-4e61ecc5c769801c,1,0,0
travel-cog,1.0.0,nitishgargiitd,1,1,travel-cog,travel-cog,1.0.0,nitishgargiitd,https://clawhub.ai/nitishgargiitd/travel-cog,481,21,2,s-d18325f3a1983415,travel-cog,Travel Cog,1.0.0,nitishgargiitd,https://openclawmp.cc/api/v1/assets/s-d18325f3a1983415,0,0,0
trawl,1.0.2,audsmith28,1,1,trawl,Trawl,1.0.2,audsmith28,https://clawhub.ai/audsmith28/trawl,1697,26,2,s-ae0b76f7e35dc885,trawl,Trawl,1.0.2,audsmith28,https://openclawmp.cc/api/v1/assets/s-ae0b76f7e35dc885,4,0,0
trendyol-admin,1.0.1,awelab,1,1,trendyol-admin,trendyol-admin,1.0.1,awelab,https://clawhub.ai/awelab/trendyol-admin,523,17,2,s-e75e2919a7ca430d,trendyol-admin,Trendyol Admin,1.0.1,awelab,https://openclawmp.cc/api/v1/assets/s-e75e2919a7ca430d,2,0,0
