normalized_name,skillhub_candidates,openclawmp_candidates,skillhub_slug,skillhub_name,skillhub_version,skillhub_downloads,skillhub_installs,skillhub_stars,skillhub_owner,openclawmp_id,openclawmp_name,openclawmp_display_name,openclawmp_version,openclawmp_installs,openclawmp_total_stars,openclawmp_github_stars,openclawmp_author
openviking,1,1,openviking,OpenViking,1.0.3,2233,265,4,zaynjarvis,s-6b032eda4df7e3d6,openviking,Openviking,1.0.0,0,0,0,tree
options-strategies,1,1,options-strategies,options-strategies,1.0.0,538,8,2,dromlakhani,s-8e530633d4fdeedf,options-strategies,Options Strategies,1.0.0,1,0,0,dromlakhani
oracle,1,1,oracle,Oracle,1.0.1,11417,975,11,steipete,s-df698de7fe0cdf8a,oracle,oracle,1.0.0,0,0,0,jyj545
orchata,1,1,orchata,Orchata,1.0.0,559,10,2,ehudsn,s-29d4a78905f57526,orchata,Orchata,1.0.0,0,0,0,tree
ordiscan,1,1,ordiscan,Ordiscan,0.0.2,384,7,0,t4t5,s-dd5e061e9a65c4a5,ordiscan,Ordiscan,0.0.2,0,0,0,t4t5
org-memory,1,1,org-memory,org-memory,0.5.3,879,20,0,dcprevere,s-02583a6260ce5445,org-memory,Org Memory,0.5.3,0,0,0,dcprevere
otta-cli,1,1,otta-cli,otta-cli,0.1.1,337,2,0,mekedron,s-c294ac402130f99d,otta-cli,Otta Cli,0.1.1,0,0,0,mekedron
p5,1,1,p5,p5,0.1.0,453,12,0,kleberbaum,s-639f26e71ef68795,p5,P5,0.1.0,1,0,0,kleberbaum
page-cro,1,1,page-cro,page-cro,1.0.0,224,12,0,alirezarezvani,s-4336d8fd85baeab8,page-cro,页面转化优化,1.3.0,1,11794,11794,coreyhaines31
paid-ads,1,1,paid-ads,paid-ads,1.0.0,146,13,0,alirezarezvani,s-9f7f53a78d0c8daa,paid-ads,付费广告,1.3.0,3,11794,11794,coreyhaines31
pancake-skills,1,1,pancake-skills,pancake-skills,1.0.0,1498,20,3,suminhthanh,s-52032b564ba1bbdd,pancake-skills,Pancake Skills,1.0.0,1,0,0,suminhthanh
pandora,1,1,pandora,pandora,0.1.0,420,5,0,kleberbaum,s-4068466e2e3570ec,pandora,Pandora,0.1.0,2,0,0,kleberbaum
paperpod,1,1,paperpod,PaperPod,2.0.3,1177,26,2,shassingh09,s-8d1ee52cc245cb8d,paperpod,PaperPod,2.0.3,0,0,0,shassingh09
paperzilla,1,1,paperzilla,Paperzilla,0.1.0,378,18,2,pors,s-426cca325137c8db,paperzilla,Paperzilla,0.1.0,0,0,0,pors
paywall-upgrade-cro,1,1,paywall-upgrade-cro,paywall-upgrade-cro,1.0.0,139,8,0,alirezarezvani,s-75c21b44c8a8318e,paywall-upgrade-cro,付费墙转化优化,1.3.0,2,11794,11794,coreyhaines31
perplexity,1,1,perplexity,Perplexity,1.0.0,12799,1856,23,zats,s-250354e2f2bad718,perplexity,Perplexity,1.0.0,2,1,0,zats
phantombuster,2,1,phantombuster,PhantomBuster,1.2.0,1977,28,1,capt-marbles,s-7dd1a2d93671d026,phantombuster,PhantomBuster,1.2.0,0,1,1,capt-marbles
pharmaziegasse,1,1,pharmaziegasse,pharmaziegasse,0.1.0,372,11,0,kleberbaum,s-0df8661b83fae4d1,pharmaziegasse,Pharmaziegasse,1.0.0,0,0,0,tree
pidgesms,1,1,pidgesms,pidgesms,1.0.0,305,3,0,typhonius,s-2812b980aab9d7b5,pidgesms,Pidgesms,1.0.0,0,0,0,tree
pilt,1,1,pilt,Pilt,1.0.1,274,10,0,babpilt,s-c01030bf6d4b277f,pilt,Pilt,1.0.1,0,0,0,babpilt
pinchboard,1,1,pinchboard,PinchBoard,1.0.0,441,6,0,czubi1928,s-f876a741aefa9ec9,pinchboard,Pinchboard,1.0.0,0,0,0,tree
pinchtab,1,1,pinchtab,Pinchtab,0.8.2,968,28,0,luigi-agosti,s-88602199d2d7d845,pinchtab,Pinchtab,0.7.6,6,1,0,luigi-agosti
pixeldojo,1,1,pixeldojo,PixelDojo,1.3.3,420,19,0,blovett80,s-66b2451caadc0135,pixeldojo,PixelDojo,1.3.3,3,0,0,blovett80
planning-with-files,1,1,planning-with-files-from-github,planning-with-files,1.0.0,169,42,0,yingcd,s-b866898d23f4993a,planning-with-files,Planning with Files,2.10.0,31,12,0,jyj545
pmctl,1,1,pmctl,pmctl,1.0.0,398,7,0,wbingli,s-de69b7d58bd2bebe,pmctl,Pmctl,1.0.0,0,0,0,wbingli
pocketlens,2,1,pocketlens,PocketLens,1.0.0,348,8,0,edenjw,s-e3e8c17a1d9c2fab,pocketlens,PocketLens,1.0.0,0,0,0,edenjw
popup-cro,1,1,popup-cro,popup-cro,1.0.0,118,7,0,alirezarezvani,s-4c761120590c2440,popup-cro,弹窗转化优化,1.3.0,2,11794,11794,coreyhaines31
postwall,1,1,postwall,Postwall,1.7.0,351,5,0,casperaiassist,s-8cc4a4e0264e0973,postwall,Postwall,1.7.0,0,0,0,casperaiassist
pptx,1,1,pptx-2,Pptx,0.1.1,2680,1266,0,liuyingduo,s-98f66ae851a7a953,pptx,Pptx,0.1.0,0,0,0,ttboy
pref0,1,1,pref0,pref0,1.0.1,1210,18,0,fliellerjulian,s-c30e51f10564e7b7,pref0,Pref0,1.0.1,0,0,0,fliellerjulian
preqstation,2,1,preqstation,Preqstation,0.1.8,433,6,0,sonim1,s-59d451d939b15163,preqstation,Preqstation,0.1.8,1,1,0,sonim1
priceworld,1,1,priceworld,PriceWorld,0.2.0,423,5,2,priceworldcom,s-77884b2ee91a4f66,priceworld,PriceWorld,0.2.0,2,2,2,priceworldcom
pricing-strategy,1,2,cs-pricing-strategy,pricing-strategy,1.0.0,119,9,0,alirezarezvani,s-99366fcedc6490d5,pricing-strategy,定价策略,1.3.0,5,11794,11794,coreyhaines31
programmatic-seo,1,1,programmatic-seo,programmatic-seo,1.0.0,230,21,0,alirezarezvani,s-ab78c9dbed4e60c8,programmatic-seo,程序化SEO,1.3.0,2,11794,11794,coreyhaines31
publora,1,1,publora,Publora,1.2.0,436,14,0,sergebulaev,s-dc88b5780d491e50,publora,Publora,1.2.0,0,0,0,sergebulaev
pubmed2blog,1,1,pubmed2blog,pubmed2blog,1.0.0,478,35,0,holic101,s-4d695265b53288c6,pubmed2blog,Pubmed2blog,1.0.0,0,0,0,tree
pyzotero,1,1,pyzotero,Pyzotero,2.2.0,1516,20,3,killgfat,s-fdb03a7daf515878,pyzotero,Pyzotero,2.2.0,2,0,0,killgfat
qmd,5,1,qmd,Qmd,1.0.0,21310,289,75,steipete,s-888a07ce95ec3312,qmd,qmd,1.0.0,0,0,0,jyj545
qrcode,2,1,qrcode,QRCode,1.0.1,507,22,2,hexavi8,s-42b6411801344f0c,qrcode,QRCode,1.0.1,0,0,0,hexavi8
quantumos,1,1,quantumos,QuantumOS,0.2.0,464,9,0,murtiurti4,s-3f3b4a4ce15d88d8,quantumos,Quantumos,1.0.0,0,0,0,tree
raiffeisen-elba,1,1,raiffeisen-elba,raiffeisen-elba,1.4.4,940,18,0,odrobnik,s-915262eff9ff72b6,raiffeisen-elba,瑞福森Elba银行自动化,1.3.3,2,0,0,odrobnik
recipe-finder,1,1,recipe-finder,recipe-finder,1.0.0,472,10,0,harshasic,s-ab59ec4956fcb2e4,recipe-finder,Recipe Finder,1.0.0,2,0,0,harshasic
redacta,1,1,redacta,Redacta,1.0.0,370,8,0,nickjlamb,s-1f030cadef4c64c8,redacta,Redacta,1.0.0,0,0,0,nickjlamb
redshift,1,1,redshift,Redshift,0.2.0,400,6,0,accolver,s-c13da4b162a79ddf,redshift,Redshift,0.2.0,0,0,0,accolver
referral-program,1,1,referral-program,referral-program,1.0.0,120,10,0,alirezarezvani,s-8ccf0f6b24f7b0ba,referral-program,推荐计划,1.3.0,2,11794,11794,coreyhaines31
remotion,1,1,remotion,Remotion,1.0.1,6105,1253,5,am-will,s-023db38714b3ada8,remotion,Remotion Best Practices,1.0.0,5,2,0,chaotang-pub
removebg-api,1,1,removebg-api,removebg-api,0.1.2,472,3,0,rolandkakonyi,s-f19dabb0c48ef05c,removebg-api,Removebg Api,0.1.2,0,0,0,rolandkakonyi
repomedic,1,1,repomedic,RepoMedic,1.0.6,1295,20,1,mrummler17,s-4588f894ef30aade,repomedic,RepoMedic,1.0.6,0,1,1,mrummler17
reporting,1,1,reporting,Reporting,1.0.0,825,9,0,staybased,s-e024eac808d48f36,reporting,Reporting,1.0.0,0,0,0,staybased
revolut,1,1,revolut,Revolut,1.3.2,859,13,2,odrobnik,s-d98b1f370e200c3e,revolut,Revolut,1.3.2,2,0,0,odrobnik
roomsound,1,1,roomsound,RoomSound,0.1.5,351,9,0,icecat2005,s-2a55653fae6f2034,roomsound,Roomsound,1.0.0,0,0,0,tree
roundtable,1,1,roundtable,Roundtable,0.4.1,542,14,2,robbyczgw-cla,s-c57d50a01cffa3d8,roundtable,Roundtable,0.4.1,1,1,0,robbyczgw-cla
sanctifai,1,1,sanctifai,SanctifAI,1.0.0,1481,7,1,ndgates,s-f8e06a7e8b7010e5,sanctifai,SanctifAI,1.0.0,0,1,1,ndgates
satgate,1,1,satgate,SatGate,0.1.2,593,5,0,matt-dean-git,s-0f1184ad8da05972,satgate,SatGate,0.1.2,4,1,0,matt-dean-git
say,1,1,say,say,1.0.2,456,7,0,tobihagemann,s-43e4b6811e90507a,say,语音播报,1.0.2,3,0,0,tobihagemann
scamper,1,1,scamper,Scamper,1.0.0,833,6,0,enzoricciulli,s-63c069ee13e02f3f,scamper,Scamper,1.0.0,0,0,0,enzoricciulli
schema-markup,1,1,cs-schema-markup,schema-markup,1.0.0,116,3,0,alirezarezvani,s-49daecb28b2ca978,schema-markup,结构化标记,1.3.0,2,11794,11794,coreyhaines31
scrapling,2,1,scrapling,Scrapling,1.0.8,1438,132,3,zendenho7,s-6a3c61eba9c10aaf,scrapling,Scrapling 智能爬虫,1.0.0,33,11,0,Sonny
screenshot,1,1,screenshot,Screenshot,1.0.1,7395,885,15,ivangdavila,s-c2a8dba7a25ca5a0,screenshot,截图,1.0.1,6,2,0,ivangdavila
searchbar,1,1,searchbar,SearchBar,1.0.0,1263,12,1,szpakkamil,s-8879efb5e05cb52e,searchbar,Searchbar,1.0.0,0,0,0,tree
secretcodex,1,1,secretcodex,SecretCodex,1.0.0,819,6,2,akhmittra,s-15ac2e6cb9389f9e,secretcodex,SecretCodex,1.0.0,1,2,2,akhmittra
secucheck,1,1,secucheck,Secucheck,2.8.0,2881,139,4,jooneyp,s-85a7af899da2fc71,secucheck,Secucheck,2.8.0,13,7,4,jooneyp
self-improving-agent,3,1,self-improving-agent,self-improving-agent,3.0.6,297695,5452,2662,pskoett,s-15870409dd64e5cc,self-improving-agent,自我改进智能体,1.0.11,653,1614,1513,pskoett
sentry-ai,1,1,sentry-ai,sentry-ai,1.0.0,269,2,0,qiyun154-cyber,s-3bd0c99c21c90cd9,sentry-ai,Sentry Ai,1.0.0,3,1,0,qiyun154-cyber
seo-audit,1,1,cs-seo-audit,seo-audit,1.0.0,136,23,0,alirezarezvani,s-9953ce038006d96e,seo-audit,SEO审计,1.3.0,4,11794,11794,coreyhaines31
sev-attestation,1,1,sev-attestation,sev-attestation,1.0.2,1583,23,1,xinyuwang,s-16ea7480b5726c49,sev-attestation,Sev Attestation,1.0.2,2,1,1,xinyuwang
sg-property-scraper,1,1,sg-property-scraper,sg-property-scraper,1.0.1,439,5,0,5kbpers,s-b88876d5523164e1,sg-property-scraper,Sg Property Scraper,1.0.1,0,0,0,5kbpers
shellgames,1,1,shellgames,ShellGames,1.0.4,577,48,2,fabiantaboo,s-971a65965b3769c5,shellgames,ShellGames,1.0.4,1,1,0,fabiantaboo
signup-flow-cro,1,1,signup-flow-cro,signup-flow-cro,1.0.0,119,9,0,alirezarezvani,s-23b518aea7baf5d9,signup-flow-cro,注册流程CRO,1.3.0,2,11794,11794,coreyhaines31
simplemem,1,1,simplemem,Simplemem,1.0.1,391,9,2,nantes,s-639d97fd2e6c4b85,simplemem,Simplemem,1.0.1,3,2,2,nantes
simplify-and-harden,1,1,simplify-and-harden,simplify-and-harden,1.0.1,786,41,4,pskoett,s-f7adf4b6acb1d509,simplify-and-harden,Simplify And Harden,1.0.1,0,0,0,pskoett
site-architecture,1,1,site-architecture,site-architecture,1.0.0,103,4,0,alirezarezvani,s-49ff02b33f773945,site-architecture,网站架构,1.3.0,2,11794,11794,coreyhaines31
siyuan-task-skill,1,1,siyuan-task-skill,siyuan-task-skill,1.0.0,800,14,2,zhhkheaven,s-eb979f32ea56617e,siyuan-task-skill,Siyuan Task Skill,1.0.0,1,0,0,zhhkheaven
skill-creator,2,1,lbbniu-skill-creator,skill-creator,1.0.1,257,112,0,lbbniu,s-ea5d979d2b661544,skill-creator,技能创建器,0.1.0,98,127,99,chindden
skill-update-delta-monitor,1,1,skill-update-delta-monitor,skill-update-delta-monitor,1.0.0,311,2,0,andyxinweiminicloud,s-daca6be2e9a60183,skill-update-delta-monitor,Skill Update Delta Monitor,1.0.0,0,0,0,tree
skillnet,1,1,skillnet,skillnet,2.0.0,602,33,9,icarus-chen,s-ef47f48fd3eac4c6,skillnet,Skillnet,2.0.0,0,0,0,icarus-chen
skillstore,2,1,glitch-skillstore,Skillstore,2026.2.17,458,7,0,chris6970barbarian-hue,s-98a47d9f492f66c0,skillstore,Skillstore,1.0.0,0,0,0,tree
slack,3,1,slack,Slack,1.0.0,27953,1019,92,steipete,s-113f7830642be924,slack,Slack,1.0.0,5,86,83,steipete
slashbot,1,1,slashbot,Slashbot,1.1.0,407,4,0,alphabot-ai,s-a4a95b0cb9e042f4,slashbot,Slashbot,1.1.0,0,0,0,alphabot-ai
snaprender,1,1,snaprender,SnapRender,1.3.2,565,10,0,user0856,s-489c4f7d1a2a9dd0,snaprender,Snaprender,1.0.0,0,0,0,tree
social-content,1,1,cs-social-content,social-content,1.0.0,210,28,0,alirezarezvani,s-5a3df59ba599de7f,social-content,社交内容,1.3.0,9,11796,11794,coreyhaines31
social-media-manager,1,1,cs-social-media-manager,social-media-manager,1.0.0,152,5,0,alirezarezvani,s-a9907bc52fb1e01d,social-media-manager,社交媒体管理助手,1.1.0,17,7,0,Batman0506
solana-dev-rent-free,1,1,solana-dev-rent-free,solana-dev-rent-free,1.0.8,284,6,0,tilo-14,s-e83ef946a3f2ea1f,solana-dev-rent-free,Solana Dev Rent Free,1.0.8,3,1,0,tilo-14
solana-rent-free-dev,1,1,solana-rent-free-dev,solana-rent-free-dev,1.0.6,289,4,0,tilo-14,s-4e60b6a40fa96517,solana-rent-free-dev,Solana Rent Free Dev,1.0.6,1,0,0,tilo-14
sonic-build,1,1,sonic-build,sonic-build,1.1.0,507,18,0,rustiqly,s-367521b15f3e9ca4,sonic-build,Sonic Build,1.1.0,0,0,0,rustiqly
sonoscli,1,1,sonoscli,Sonoscli,1.0.0,59723,2023,41,steipete,s-40aedcf2f7dd00e8,sonoscli,SonosCLI,1.0.0,5,0,0,steipete
soul-audit,1,1,soul-audit,soul-audit,1.1.1,298,5,1,kapslap,s-5dc5e2676b8880f7,soul-audit,Soul Audit,1.1.0,1,0,0,kapslap
soulforge,2,1,soulforge,Soulforge,1.4.1,674,4,0,jamesrp13,s-2ebb4337ca5af5ca,soulforge,Soulforge,1.4.1,2,0,0,jamesrp13
soulkeeper,1,1,soulkeeper,SoulKeeper,1.0.0,245,6,0,cassh100k,s-26ec675d41a2ed90,soulkeeper,SoulKeeper,1.0.0,1,0,0,cassh100k
spacex,1,1,spacex,Spacex,1.0.0,1075,4,0,jeffaf,s-87dd8decbe100eb3,spacex,Spacex,1.0.0,1,0,0,jeffaf
specvibe,1,1,specvibe,SpecVibe,1.0.0,222,5,0,badideal-2046,s-d47751c8c70d69c6,specvibe,SpecVibe,1.0.0,4,1,0,badideal-2046
spotlight,1,1,spotlight,Spotlight,2.0.0,370,16,0,li-hongmin,s-74fe4ecaaa6f9b50,spotlight,Spotlight,1.0.0,0,0,0,tree
startuppan,1,1,startuppan,StartupPan,1.0.1,390,12,0,lifeissea,s-2438dd2846f84003,startuppan,StartupPan,1.0.1,0,0,0,lifeissea
starwars,1,1,starwars,Starwars,1.0.0,1025,5,0,jeffaf,s-baa38526187f10fb,starwars,Starwars,1.0.0,0,0,0,tree
stratos-storage,1,1,stratos-storage,stratos-storage,1.0.0,494,4,0,notboxqsn,s-e9c0e19979541a6d,stratos-storage,Stratos Storage,1.0.0,1,0,0,notboxqsn
subwayskill,1,1,subwayskill,SubwaySkill,1.0.0,414,13,0,nyluke,s-f5576e561d289797,subwayskill,地铁技能,1.0.0,2,0,0,nyluke
summarize,2,1,summarize,Summarize,1.0.0,169713,4020,637,steipete,s-4d97cb5557189730,summarize,Summarize,1.0.0,139,47,0,617120025
sunday,1,1,sunday,Sunday,1.0.1,529,5,0,raunaksingwi,s-67eec3ff4b334c96,sunday,Sunday,1.0.1,0,0,0,raunaksingwi
supabase,1,1,supabase,Supabase,1.0.0,6087,601,16,lucassynnott,s-99a261e3774b04c8,supabase,Supabase,1.0.0,7,17,15,stopmoclay
supaskills,1,1,supaskills,SupaSkills,1.1.0,356,19,0,ktdmax,s-c4b6976f4af84f02,supaskills,Supaskills,1.0.0,0,0,0,tree
supermarket,1,1,supermarket,Supermarket,1.1.0,333,9,0,niemesrw,s-c1a9fe4b1b557cfc,supermarket,Supermarket,1.1.0,0,0,0,niemesrw
swamp,1,1,swamp,swamp,0.2.0,399,8,0,umag,s-8f4f477e2e1b87a1,swamp,Swamp,0.2.0,2,0,0,umag
swiftfindrefs,1,1,swiftfindrefs,swiftfindrefs,1.0.5,1639,18,1,michaelversus,s-876a83e00eb43e0d,swiftfindrefs,Swiftfindrefs,1.0.5,2,1,1,michaelversus
talkspresso,1,1,talkspresso,Talkspresso,1.0.0,400,4,0,baron-talkspresso,s-00f46be68dbfcbad,talkspresso,Talkspresso,1.0.0,0,0,0,baron-talkspresso
taskwarrior,1,1,taskwarrior,taskwarrior,0.1.3,502,6,1,aghareza,s-dfe4902cf763be14,taskwarrior,Taskwarrior,0.1.3,1,0,0,aghareza
tavily,3,1,tavily-tool,Tavily,0.1.1,4569,805,3,tylordius,s-08bb6f300b49cfd8,tavily,Tavily AI Search,1.0.0,64,14,0,jyj545
tavily-search,1,2,search-with-tavily,tavily-search,1.0.0,935,846,0,chasehl,s-1f8d67ea178b19c6,tavily-search,Tavily Search,1.0.0,256,65,0,1635829940
testskillx,1,1,testskillx,testSkillX,1.0.0,1581,21,1,natx223,s-55e1443247931f67,testskillx,testSkillX,1.0.0,0,0,0,natx223
tick-md,1,1,tick-md,tick-md,1.3.3,1228,9,3,gianni-dalerta,s-2e7ed75420fd064f,tick-md,Tick Md,1.0.0,0,3,3,tree
timecamp,1,1,timecamp,TimeCamp,1.1.0,482,3,0,kamil-rudnicki,s-65743c053fa7de70,timecamp,TimeCamp,1.1.0,0,0,0,kamil-rudnicki
timely,1,1,timely,timely,1.0.0,442,5,0,halbotley,s-18481f573ed8c29e,timely,Timely,1.0.0,0,0,0,tree
timestamp,1,1,timestamp,Timestamp,1.0.0,468,7,0,axhoff,s-6098d649382f48d0,timestamp,Timestamp,1.0.0,0,0,0,axhoff
titleclash,1,1,titleclash,TitleClash,2.32.0,924,35,2,appback,s-88e43d8aa9c8d129,titleclash,Titleclash,1.0.0,0,0,0,tree
tmux,2,1,tmux,Tmux,1.0.0,16560,1036,31,steipete,s-5ea8040abf128820,tmux,tmux,1.0.0,0,0,0,jyj545
trackyard,1,1,trackyard,Trackyard,1.0.2,436,18,0,benny-conn,s-4e0b70a971d643b2,trackyard,Trackyard,1.0.0,0,0,0,tree
transmissions,1,1,transmissions,Transmissions,1.0.0,384,6,0,compass-soul,s-4e61ecc5c769801c,transmissions,启示,1.0.0,1,0,0,compass-soul
travel-cog,1,1,travel-cog,travel-cog,1.0.0,481,21,2,nitishgargiitd,s-d18325f3a1983415,travel-cog,Travel Cog,1.0.0,0,0,0,nitishgargiitd
travel-destination-brochure,1,1,travel-destination-brochure,travel-destination-brochure,1.0.0,906,39,0,mehediahamed,s-9848976a92eecb49,travel-destination-brochure,Travel Destination Brochure,1.0.0,0,0,0,tree
trawl,1,1,trawl,Trawl,1.0.2,1697,26,2,audsmith28,s-ae0b76f7e35dc885,trawl,Trawl,1.0.2,4,0,0,audsmith28
trendyol-admin,1,1,trendyol-admin,trendyol-admin,1.0.1,523,17,2,awelab,s-e75e2919a7ca430d,trendyol-admin,Trendyol Admin,1.0.1,2,0,0,awelab
trilium,1,1,trilium,Trilium,1.0.3,964,6,2,mtbf999,s-51a469b2fbb7130b,trilium,Trilium,1.0.3,0,0,0,mtbf999
truetime,1,1,truetime,TrueTime,1.0.0,437,7,2,cccat6,s-15ccdcc1a51050c8,truetime,TrueTime,1.0.0,0,0,0,cccat6
truth-search,1,1,truth-search,truth-search,1.0.4,278,15,2,prismheart,s-42bae275f4d28ee6,truth-search,TruthSearch 智能网络搜索,1.0.2,13,4,0,nodunjj
truthcheck,1,1,truthcheck,TruthCheck,0.4.3,381,16,0,baiyishr,s-babc38ccad3aefcd,truthcheck,TruthCheck,0.4.3,1,1,0,baiyishr
ts4,1,1,ts4,ts4,0.1.0,402,4,0,kleberbaum,s-a135713634743106,ts4,Ts4,0.1.0,4,1,0,kleberbaum
tududi,1,1,tududi,tududi,1.0.1,1111,11,0,chrisvel,s-7d5ffc09eb7b2c52,tududi,Tududi,1.0.0,0,0,0,tree
tushare-base,1,1,tushare-base,tushare-base,1.0.0,2490,184,3,wdblink,s-5d51658d7f90f16f,tushare-base,Tushare Base,1.0.0,24,10,0,wdblink
tvscreener,1,1,tvscreener,Tvscreener,1.0.0,1135,76,0,subway-chenyan,s-a855f6a86977bab1,tvscreener,Tvscreener,1.0.0,4,1,0,subway-chenyan
twilio,3,1,twilio-api,Twilio,1.0.2,3836,301,6,byungkyu,s-44435a73a239f6b9,twilio,Twilio,1.0.0,0,0,0,mrgoodb
twinify,1,1,twinify,Twinify,1.0.0,967,12,0,neobotjan2026,s-1238f87488810218,twinify,Twinify,1.0.0,0,0,0,tree
twitterscore,1,1,twitterscore,TwitterScore,1.0.0,302,10,0,nikolaybohdanov,s-45a09476e943e604,twitterscore,Twitterscore,1.0.0,0,0,0,tree
unsearch,1,1,unsearch,UnSearch,1.0.0,808,34,0,rakesh1002,s-d231b6a28b559196,unsearch,UnSearch,1.0.0,4,1,0,rakesh1002
unsplash,1,1,unsplash,Unsplash,1.0.0,745,32,2,brokenwatch24,s-8976e04298281d5d,unsplash,Unsplash,1.0.0,1,1,0,brokenwatch24
usewhisper,1,1,usewhisper,usewhisper,1.0.0,514,9,0,alinxus,s-f4f22c6aa2744397,usewhisper,Usewhisper,1.0.0,6,1,0,alinxus
usewhisper-autohook,1,1,usewhisper-autohook,usewhisper-autohook,1.0.0,459,8,0,alinxus,s-277b21ce95b82356,usewhisper-autohook,Usewhisper Autohook,1.0.0,0,0,0,alinxus
v2ex,1,1,v2ex,v2ex,1.0.0,411,5,0,timqian,s-9b9e98b5195569d6,v2ex,V2ex,1.0.0,0,0,0,timqian
vajra,1,1,vajra,Vajra,1.1.0,352,7,2,minhyeong112,s-61946d751ed2f4d7,vajra,Vajra,1.1.0,1,1,0,minhyeong112
veille,1,1,veille,Veille,1.2.6,388,15,2,romain-grosos,s-ac721a12086a1dc6,veille,Veille,1.2.5,9,2,0,romain-grosos
verify-before-done,1,1,verify-before-done-avi,verify-before-done,1.0.0,32,1,0,aviclaw,s-b3eed1b82d29b58b,verify-before-done,Verify Before Done,1.0.0,2,1,0,kjaylee
vibe-check,1,1,vibe-check,vibe-check,0.2.1,493,11,0,tkuehnl,s-04b6de5761909e38,vibe-check,Vibe Check,0.2.1,0,0,0,tkuehnl
video-download,1,1,video-download,video-download,0.1.6,1278,36,2,upupc,s-5bc814df3f59a62b,video-download,Video Download,0.1.6,15,4,0,upupc
video-understand,1,1,video-understand,video-understand,1.0.1,434,8,0,sifr42,s-64af424b0c014212,video-understand,Video Understand,1.0.1,23,7,0,sifr42
videogames,1,1,videogames,Videogames,1.0.1,779,14,0,ivanheral,s-34305d3bf7f14b53,videogames,Videogames,1.0.1,0,0,0,ivanheral
vitavault,1,1,vitavault,Vitavault,1.3.0,449,14,0,brandons7,s-9e9fa18217ff8f57,vitavault,Vitavault,1.0.0,0,0,0,tree
voice,2,1,voice,Voice,1.0.1,1930,79,0,zhaov1976,s-5f786789056e73a5,voice,voice,1.0.1,17,5,0,mao_xiaolv
volcengine-image-generate,1,1,volcengine-image-generate,volcengine-image-generate,1.0.0,647,31,0,warm-wm,s-466538efa3fb7791,volcengine-image-generate,Volcengine Image Generate,1.0.0,2,1,0,warm-wm
volcengine-video-generate,1,1,volcengine-video-generate,volcengine-video-generate,1.0.0,696,33,0,warm-wm,s-028186d18a5b861b,volcengine-video-generate,Volcengine Video Generate,1.0.0,0,0,0,warm-wm
volcengine-web-search,1,1,volcengine-web-search,volcengine-web-search,1.0.0,630,28,0,warm-wm,s-1c16a306f9c09e80,volcengine-web-search,Volcengine Web Search,1.0.0,0,0,0,warm-wm
vscode-tunnel,1,1,vscode-tunnel,vscode-tunnel,1.0.0,435,18,0,listky,s-6a2aba7bc21184bc,vscode-tunnel,Vscode Tunnel,1.0.0,0,0,0,listky
vultisig-sdk,1,1,vultisig-sdk,vultisig-sdk,0.1.0,1327,14,2,realpaaao,s-317c454d31233903,vultisig-sdk,Vultisig Sdk,0.1.0,2,0,0,realpaaao
waitingformacguffin,1,1,waitingformacguffin,WaitingForMacGuffin,1.3.0,439,6,1,sonderspot,s-08a3c6b32a7c1d42,waitingformacguffin,Waitingformacguffin,1.0.0,0,0,0,tree
wallabag,1,1,wallabag,Wallabag,1.0.1,311,3,0,fbrandel,s-dbfbe89bd7f45b3e,wallabag,Wallabag,1.0.1,0,0,0,fbrandel
weather,6,1,weather,Weather,1.0.0,97873,2598,295,steipete,s-189ea44006b20bb2,weather,Weather,1.0.0,23,11,0,617120025
webcli,1,1,webcli,webcli,0.2.1,469,9,0,erdinccurebal,s-d019051593261105,webcli,Webcli,0.2.1,0,0,0,erdinccurebal
webserp,1,1,webserp,webserp,0.1.4,475,20,1,paperboardofficial,s-ed0c1dd08f965be7,webserp,Webserp,0.1.4,1,0,0,paperboardofficial
website,1,1,website,Website,1.0.0,2854,146,6,ivangdavila,s-ae084bd1e047168d,website,Website,1.0.0,8,1,0,tom-agent
wherecaniwatch,1,1,wherecaniwatch,WhereCanIWatch,1.0.0,296,3,1,samthewise2855,s-c82ec25fd6422521,wherecaniwatch,WhereCanIWatch,1.0.0,0,1,1,samthewise2855
whisnap,1,1,whisnap,Whisnap,1.0.0,391,10,0,neolio42,s-4c743e2bf9d7cda5,whisnap,Whisnap,1.0.0,3,0,0,neolio42
wiim,1,1,wiim,WiiM,0.1.1,871,6,3,geodeterra,s-3998a0a84bbd75e1,wiim,WiiM,0.1.1,0,0,0,geodeterra
wikipedia-oc,1,1,wikipedia-oc,wikipedia-oc,0.1.4,792,38,1,rachmann-alexander,s-d4bdb2b9a6a2d9d4,wikipedia-oc,Wikipedia Oc,0.1.4,0,0,0,rachmann-alexander
wilma,1,1,wilma,Wilma,1.4.1,1264,11,2,aikarjal,s-9f29c6617dc68af4,wilma,Wilma,1.2.0,2,0,0,aikarjal
windsensei,1,1,windsensei,Windsensei,1.4.2,498,5,0,jumptrnr,s-b3447988a5e91d98,windsensei,Windsensei,1.4.2,0,0,0,jumptrnr
wolt-cli,2,1,wolt-cli,wolt-cli,1.0.0,361,6,0,mekedron,s-757fd82f3674331b,wolt-cli,Wolt Cli,1.0.0,2,0,0,mekedron
